,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
17189,https://www.wga.hu/detail/g/gogh_van/05/still08.jpg,"['\nCatalogue numbers: F 359, JH 1332.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Still-Life with French Novels and a Rose,"Autumn 1887, Paris","Oil on canvas, 73 x 93 cm",Private collection,painting,still-life,Dutch,1851-1900,"Catalogue numbers: F 359, JH 1332."
17190,https://www.wga.hu/detail/g/gogh_van/05/still09.jpg,"['\nCatalogue numbers: F 360, JH 1349.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)","Still-Life with Plater Statuette, a Rose and Two Novels","December 1887, Paris","Oil on canvas, 55 x 47 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,still-life,Dutch,1851-1900,"Catalogue numbers: F 360, JH 1349."
17191,https://www.wga.hu/detail/g/gogh_van/06/paris01.jpg,"['\nCatalogue numbers: F 232, JH 1113.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Sloping Path in Montmartre,"Spring 1886, Paris","Oil on cardboard, 22 x 16 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 232, JH 1113."
17192,https://www.wga.hu/detail/g/gogh_van/06/paris02.jpg,"['\nCatalogue numbers: F 222, JH 1108.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Fourteenth of July Celebration in Paris,"Summer 1886, Paris","Oil on canvas, 44 x 39 cm",Private collection,painting,historical,Dutch,1851-1900,"Catalogue numbers: F 222, JH 1108."
17197,https://www.wga.hu/detail/g/gogh_van/06/paris07.jpg,"['\nCatalogue numbers: F 272, JH 1183.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Montmartre near the Upper Mill,"Autumn 1886, Paris","Oil on canvas, 44 x 34 cm","Art Institute, Chicago",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 272, JH 1183."
17203,https://www.wga.hu/detail/g/gogh_van/06/paris13.jpg,"['\nCatalogue numbers: F 351, JH 1255.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",On the Outskirts of Paris,"Spring 1887, Paris","Oil on canvas, 38 x 46 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 351, JH 1255."
17204,https://www.wga.hu/detail/g/gogh_van/06/paris14.jpg,"['\nCatalogue numbers: F 312, JH 1253.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Restaurant de la Sirène at Asnières,"Spring 1887, Paris","Oil on canvas, 52 x 64 cm","Ashmolean Museum, Oxford",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 312, JH 1253."
17206,https://www.wga.hu/detail/g/gogh_van/06/paris16.jpg,"['\nCatalogue numbers: F 301, JH 1327.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Bridges across the Seine at Asnières,"Summer 1887, Paris","Oil on canvas, 52 x 65 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 301, JH 1327."
17207,https://www.wga.hu/detail/g/gogh_van/06/paris17.jpg,"['\nCatalogue numbers: F 355, JH 1266.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Rispal Restaurant at Asnières,"Summer 1887, Paris","Oil on canvas, 72 x 60 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 355, JH 1266."
17211,https://www.wga.hu/detail/g/gogh_van/06/paris21.jpg,"['\nCatalogue numbers: F 342, JH 1256.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Interior of a Restaurant,"June-July 1887, Paris","Oil on canvas, 46 x 57 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,interior,Dutch,1851-1900,"Catalogue numbers: F 342, JH 1256."
17224,https://www.wga.hu/detail/g/gogh_van/07/orchar06.jpg,"['\nCatalogue numbers: F 405, JH 1394.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Blossoming Pear Tree,"April 1888, Arles","Oil on canvas, 73 x 46 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 405, JH 1394."
17226,https://www.wga.hu/detail/g/gogh_van/07/orchar09.jpg,"['\nCatalogue numbers: F 557, JH 1397.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Almond Tree in Blossom,"April 1888, Arles","Oil on canvas, 49 x 36 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 557, JH 1397."
17228,https://www.wga.hu/detail/g/gogh_van/08/1arles02.jpg,"['\nCatalogue numbers: F 397, JH 1368.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Langlois Bridge at Arles (detail),"March 1888, Arles",Oil on canvas,"Rijksmuseum Kröller-Müller, Otterlo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 397, JH 1368."
17231,https://www.wga.hu/detail/g/gogh_van/08/1arles05.jpg,"['\nCatalogue numbers: F 398, JH 1366.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Avenue of Plane Trees near Arles Station,"March 1888, Arles","Oil on canvas, 46 x 50 cm","Musée Rodin, Paris",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 398, JH 1366."
17235,https://www.wga.hu/detail/g/gogh_van/08/1arles09.jpg,"['\nCatalogue numbers: F 559, JH 1479.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Wheat Stacks with Reaper,"June 1888, Arles","Oil on canvas, 74 x 93 cm","Toledo Museum of Art, Toledo, Ohio",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 559, JH 1479."
17237,https://www.wga.hu/detail/g/gogh_van/08/1arles11.jpg,"['\nCatalogue numbers: F 426, JH 1468.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Bridge at Trinquetaille,"June 1888, Arles","Oil on canvas, 65 x 81 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 426, JH 1468."
17246,https://www.wga.hu/detail/g/gogh_van/08/3arles22.jpg,"['\nCatalogue numbers: F 429, JH 1513.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Flowering Garden with Path,"July 1888, Arles","Oil on canvas, 72 x 91 cm","Haags Gemeentemuseum, The Hague",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 429, JH 1513."
17251,https://www.wga.hu/detail/g/gogh_van/08/3arles28.jpg,"['\nCatalogue numbers: F 593, JH 1566.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Still-Life with Oleanders and Books,"August 1888, Arles","Oil on canvas, 60 x 74 cm","Metropolitan Museum of Art, New York",painting,still-life,Dutch,1851-1900,"Catalogue numbers: F 593, JH 1566."
17253,https://www.wga.hu/detail/g/gogh_van/08/3arles30.jpg,"['\nCatalogue numbers: F 445, JH 1554.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Encampment of Gypsies with Caravans,"August 1888, Arles","Oil on canvas, 45 x 51 cm","Musée d'Orsay, Paris",painting,other,Dutch,1851-1900,"Catalogue numbers: F 445, JH 1554."
17254,https://www.wga.hu/detail/g/gogh_van/08/3arles31.jpg,"['\nCatalogue numbers: F 578, JH 1538.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Garden behind a House,"August 1888, Arles","Oil on canvas, 64 x 53 cm","Kunsthaus, Zurich",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 578, JH 1538."
17260,https://www.wga.hu/detail/g/gogh_van/09/arles45.jpg,"['\nCatalogue numbers: F 470, JH 1582.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",A Lane in the Public Garden at Arles,"September 1888, Arles","Oil on canvas, 73 x 92 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 470, JH 1582."
17261,https://www.wga.hu/detail/g/gogh_van/09/arles46.jpg,['\nCatalogue numbers: F 566 JH 1585.\r\n\r\n\n'],"GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Entrance to the Public Park in Arles,"September 1888, Arles","Oil on canvas, 73 x 91 cm","Phillips Collection, Washington",painting,landscape,Dutch,1851-1900,Catalogue numbers: F 566 JH 1585.
17262,https://www.wga.hu/detail/g/gogh_van/09/arles47.jpg,"['\nCatalogue numbers: F 550, JH 1577.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Old Mill,"September 1888, Arles","Oil on canvas, 65 x 54 cm","Albright-Knox Art Gallery, Buffalo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 550, JH 1577."
17265,https://www.wga.hu/detail/g/gogh_van/09/arles50.jpg,"['\nCatalogue numbers: F 472, JH 1598.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Public Park at Arles,"October 1888, Arles","Oil on canvas, 72 x 93 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 472, JH 1598."
17266,https://www.wga.hu/detail/g/gogh_van/09/arles51.jpg,"['\nCatalogue numbers: F 478a, JH 1605.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Tarascon Diligence,"October 1888, Arles","Oil on canvas, 72 x 92 cm",Private collection,painting,other,Dutch,1851-1900,"Catalogue numbers: F 478a, JH 1605."
17280,https://www.wga.hu/detail/g/gogh_van/09/arles65.jpg,"['\nCatalogue numbers: F 502, JH 1664.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)","Still-Life: Oranges, Lemons and Blue Gloves","January 1889, Arles","Oil on canvas, 49 x 65 cm",Private collection,painting,still-life,Dutch,1851-1900,"Catalogue numbers: F 502, JH 1664."
17288,https://www.wga.hu/detail/g/gogh_van/10/portra02.jpg,"['\nCatalogue numbers: F 423, JH 1486.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Zouave,"June 1888, Arles","Oil on canvas, 65 x 54 cm","Van Gogh Museum, Amsterdam",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 423, JH 1486."
17290,https://www.wga.hu/detail/g/gogh_van/10/portra04.jpg,"['\nCatalogue numbers: F 444, JH 1563.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Portrait of Patience Escalier,"August 1888, Arles","Oil on canvas, 69 x 56 cm",Private collection,painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 444, JH 1563."
17291,https://www.wga.hu/detail/g/gogh_van/10/portra05.jpg,"['\nCatalogue numbers: F 432, JH 1522.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Portrait of the Postman Joseph Roulin,"August 1888, Arles","Oil on canvas, 81 x 65 cm","Museum of Fine Arts, Boston",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 432, JH 1522."
17292,https://www.wga.hu/detail/g/gogh_van/10/portra06.jpg,"['\nCatalogue numbers: F 473, JH 1588.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)","Portrait of Milliet, Second Lieutnant of the Zouaves","September 1888, Arles","Oil on canvas, 60 x 49 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 473, JH 1588."
17294,https://www.wga.hu/detail/g/gogh_van/10/portra08.jpg,"['\nCatalogue numbers: F 477, JH 1600.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Portrait of the Artist's Mother,"October 1888, Arles","Oil on canvas, 41 x 33 cm","Norton Simon Museum of Art, Pasadena",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 477, JH 1600."
17300,https://www.wga.hu/detail/g/gogh_van/10/portra14.jpg,"['\nCatalogue numbers: F 538, JH 1645.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Portrait of Camille Roulin,"November-December 1888, Arles","Oil on canvas, 41 x 32 cm","Van Gogh Museum, Amsterdam",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 538, JH 1645."
17301,https://www.wga.hu/detail/g/gogh_van/10/portra15.jpg,"['\nCatalogue numbers: F 665, JH 1879.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Schoolboy (Camille Roulin),"November-December 1888, Saint-Rémy","Oil on canvas, 64 x 55 cm","Museu de Arte, São Paulo",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 665, JH 1879."
17303,https://www.wga.hu/detail/g/gogh_van/10/portra17.jpg,"['\nCatalogue numbers: F 533, JH 1649.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Portrait of Joseph-Michel Ginoux,"December 1888, Arles","Oil on canvas, 64 x 52 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,portrait,Dutch,1851-1900,"Catalogue numbers: F 533, JH 1649."
17306,https://www.wga.hu/detail/g/gogh_van/11/1asylu01.jpg,"['\nCatalogue numbers: F 734, JH 1698.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Garden of Saint-Paul Hospital,"May 1889, Saint-Rémy","Oil on canvas, 95 x 76 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 734, JH 1698."
17309,https://www.wga.hu/detail/g/gogh_van/11/1asylu04.jpg,"['\nCatalogue numbers: F 601, JH 1699.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Iris,"May 1889, Saint-Rémy","Oil on paper on canvas, 62 x 48 cm","National Gallery of Canada, Ottawa",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 601, JH 1699."
17310,https://www.wga.hu/detail/g/gogh_van/11/1asylu05.jpg,"['\nCatalogue numbers: F 640, JH 1800.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Garden of Saint-Paul Hospital,"October 1889, Saint-Rémy","Oil on canvas, 65 x 49 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 640, JH 1800."
17311,https://www.wga.hu/detail/g/gogh_van/11/1asylu06.jpg,"['\nCatalogue numbers: F 642, JH 1798.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Trees in the Garden of Saint-Paul Hospital,"October 1889, Saint-Rémy","Oil on canvas, 73 x 60 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 642, JH 1798."
17313,https://www.wga.hu/detail/g/gogh_van/11/1asylu08.jpg,"['\nCatalogue numbers: F 660, JH 1849.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Garden of Saint-Paul Hospital,"November 1889, Saint-Rémy","Oil on canvas, 73 x 93 cm","Museum Folkwang, Essen",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 660, JH 1849."
17314,https://www.wga.hu/detail/g/gogh_van/11/1asylu09.jpg,"['\nCatalogue numbers: F 659, JH 1850.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Garden of Saint-Paul Hospital,"December 1889, Saint-Rémy","Oil on canvas, 72 x 91 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 659, JH 1850."
17315,https://www.wga.hu/detail/g/gogh_van/11/1asylu10.jpg,"['\nCatalogue numbers: F 672, JH 1975.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Meadow in the Garden of Saint-Paul Hospital,"May 1890, Saint-Rémy","Oil on canvas, 65 x 81 cm","National Gallery, London",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 672, JH 1975."
17318,https://www.wga.hu/detail/g/gogh_van/11/2enclos3.jpg,"['\nCatalogue numbers: F 581, JH 1751.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Field with Poppies,"June 1889, Saint-Rémy","Oil on canvas, 71 x 91 cm","Kunsthalle, Bremen",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 581, JH 1751."
17319,https://www.wga.hu/detail/g/gogh_van/11/2enclos4.jpg,"['\nCatalogue numbers: F 618, JH 1773.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Wheatfield with Reaper at Sunrise,"September 1889, Saint-Rémy","Oil on canvas, 73 x 92 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 618, JH 1773."
17321,https://www.wga.hu/detail/g/gogh_van/11/2enclos6.jpg,"['\nCatalogue numbers: F 803, JH 2124.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",View of the Asylum and the Chapelle de Saint-Rémy,"Autumn 1889, Saint-Rémy","Oil on canvas, 45 x 60 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 803, JH 2124."
17323,https://www.wga.hu/detail/g/gogh_van/11/2enclos8.jpg,"['\nCatalogue numbers: F 657, JH 1860.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Road Menders,"November 1889, Saint-Rémy","Oil on canvas, 74 x 92 cm","Museum of Art, Cleveland",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 657, JH 1860."
17325,https://www.wga.hu/detail/g/gogh_van/11/3enviro2.jpg,"['\nCatalogue numbers: F 721, JH 1864.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",A Meadow in the Mountains: Le Mas de Saint-Paul,"December 1889, Saint-Rémy","Oil on canvas, 73 x 92 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 721, JH 1864."
17326,https://www.wga.hu/detail/g/gogh_van/11/3enviro3.jpg,"['\nCatalogue numbers: F 701, JH 1847.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Two Diggers among Trees,"March-April 1890, Saint-Rémy","Oil on canvas, 62 x 44 cm","Institute of Arts, Detroit",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 701, JH 1847."
17327,https://www.wga.hu/detail/g/gogh_van/11/3enviro4.jpg,"['\nCatalogue numbers: F 807, JH 1980.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Green Wheat Fields,"May 1890, Saint-Rémy","Oil on canvas, 73 x 93 cm",Private collection,painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 807, JH 1980."
17330,https://www.wga.hu/detail/g/gogh_van/12/cypres03.jpg,"['\nCatalogue numbers: F 719, JH 1725.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Green Wheat Field with Cypress,"June 1889, Saint-Rémy","Oil on canvas, 74 x 93 cm","Národní Galerie, Prague",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 719, JH 1725."
17331,https://www.wga.hu/detail/g/gogh_van/12/cypres04.jpg,"['\nCatalogue numbers: F 620, JH 1748.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Cypresses with Two Female Figures,"June 1889, Saint-Rémy","Oil on canvas, 92 x 73 cm","Rijksmuseum Kröller-Müller, Otterlo",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 620, JH 1748."
17332,https://www.wga.hu/detail/g/gogh_van/12/cypres05.jpg,"['\nCatalogue numbers: F 615, JH 1755.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Wheat Field with Cypresses,"September 1889, Saint-Rémy","Oil on canvas, 73 x 92 cm","National Gallery, London",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 615, JH 1755."
17334,https://www.wga.hu/detail/g/gogh_van/12/cypres07.jpg,"['\nCatalogue numbers: F 621, JH 1888.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Cypresses and Two Women,"February 1890, Saint-Rémy","Oil on canvas, 44 x 27 cm","Van Gogh Museum, Amsterdam",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 621, JH 1888."
17337,https://www.wga.hu/detail/g/gogh_van/12/olive01.jpg,"['\nCatalogue numbers: F 715, JH 1759.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Olive Grove,"June 1889, Saint-Rémy","Oil on canvas, 73 x 93 cm","Nelson-Atkins Museum of Art, Kansas City",painting,landscape,Dutch,1851-1900,"Catalogue numbers: F 715, JH 1759."
